sr_no,procedure,category,min_price,avg_price,max_price
1429,Platelet Concentrate,laboratory,56.0,64.0,64.0
1430,Random Donor Platelet(RDP),laboratory,128.0,200.0,200.0
1431,Single Donor Platelet (SDP- Aphresis),laboratory,11000.0,11000.0,11000.0
1432,Routine-H & E,laboratory,90.0,104.0,104.0
1433,special stain,laboratory,65.0,75.0,75.0
1434,Immunohistochemistry(IHC),laboratory,675.0,777.0,777.0
1435,Frozen section,laboratory,702.0,807.0,807.0
1436,Paraffin section,laboratory,309.0,355.0,355.0
1437,Pap Smear,laboratory,150.0,173.0,173.0
1438,Body fluid for Malignant cells,laboratory,150.0,173.0,173.0
1439,FNAC,laboratory,200.0,230.0,230.0
1440,Leukemia panel /Lymphoma panel,laboratory,1382.0,1589.0,1589.0
1441,PNH Panel-CD55CD59,laboratory,900.0,1035.0,1035.0
1442,Karyotyping,laboratory,1539.0,1770.0,1770.0
1443,FISH,laboratory,500.0,575.0,575.0
1444,Blood Glucose Random,laboratory,24.0,28.0,28.0
1445,24 hrs urine for ProteinsSodium creatinine,laboratory,50.0,58.0,58.0
1446,Blood Urea Nitrogen,laboratory,54.0,62.0,62.0
1447,Serum Creatinine,laboratory,55.0,63.0,63.0
1448,Urine Bile Pigment and Salt,laboratory,25.0,29.0,29.0
1449,Urine Urobilinogen,laboratory,20.0,23.0,23.0
1450,Urine Ketones,laboratory,30.0,35.0,35.0
1451,Urine Occult Blood,laboratory,35.0,40.0,40.0
1452,Urine total proteins,laboratory,18.0,21.0,21.0
1453,Rheumatoid Factor test,laboratory,100.0,115.0,115.0
1454,Bence Jones protein,laboratory,47.0,54.0,54.0
1455,Serum Uric Acid,laboratory,55.0,63.0,63.0
1456,Serum Bilirubin total & direct,laboratory,72.0,83.0,83.0
1457,Serum Iron,laboratory,90.0,104.0,104.0
1458,C.R.P.,laboratory,100.0,115.0,115.0
1459,C.R.P Quantitative,laboratory,144.0,166.0,166.0
1460,Body fluid (CSF/Ascitic Fluid etc.)Sugar Protein etc.,laboratory,90.0,104.0,104.0
1461,Albumin.,laboratory,18.0,21.0,21.0
1462,Creatinine clearance.,laboratory,80.0,92.0,92.0
1463,Serum Cholesterol,laboratory,62.0,71.0,71.0
1464,Total Iron Binding Capacity,laboratory,80.0,92.0,92.0
1465,Glucose (Fasting & PP),laboratory,47.0,54.0,54.0
1466,Serum Calcium –Total,laboratory,60.0,69.0,69.0
1467,Serum Calcium –Ionic,laboratory,44.0,51.0,51.0
1468,Serum Phosphorus,laboratory,60.0,69.0,69.0
1469,Total Protein Alb/Glo Ratio,laboratory,50.0,58.0,58.0
1470,IgG.,laboratory,225.0,259.0,259.0
1471,IgM.,laboratory,225.0,259.0,259.0
1472,IgA.,laboratory,250.0,288.0,288.0
1473,ANA.,laboratory,200.0,230.0,230.0
1474,Ds DNA.,laboratory,350.0,403.0,403.0
1475,S.G.P.T.,laboratory,50.0,57.0,57.0
1476,S.G.O.T.,laboratory,50.0,57.0,57.0
1477,Serum amylase,laboratory,117.0,135.0,135.0
1478,Serum Lipase,laboratory,130.0,150.0,150.0
1479,Serum Lactate,laboratory,72.0,83.0,83.0
1480,Serum Magnesium,laboratory,90.0,104.0,104.0
1481,Serum Sodium,laboratory,50.0,58.0,58.0
1482,Serum Potassium,laboratory,50.0,58.0,58.0
1483,Serum Ammonia,laboratory,100.0,115.0,115.0
1484,Anemia Profile,laboratory,204.0,240.0,240.0
1485,Serum Testosterone,laboratory,150.0,173.0,173.0
1486,Imprint Smear From Endoscopy,laboratory,240.0,276.0,276.0
1487,Triglyceride,laboratory,75.0,86.0,86.0
1488,Glucose Tolerance Test (GTT),laboratory,90.0,104.0,104.0
1489,Triple Marker.,laboratory,720.0,828.0,828.0
1490,C.P.K.,laboratory,100.0,115.0,115.0
1491,Foetal Haemoglobin (HbF),laboratory,85.0,100.0,100.0
1492,Prothrombin Time (P.T.),laboratory,99.0,114.0,114.0
1493,L.D.H.,laboratory,100.0,115.0,115.0
1494,Alkaline Phosphatase,laboratory,60.0,69.0,69.0
1495,Acid Phosphatase,laboratory,78.0,90.0,90.0
1496,CK MB,laboratory,171.0,197.0,197.0
1497,CK MB Mass,laboratory,140.0,161.0,161.0
1498,Troponin I,laboratory,100.0,115.0,115.0
1499,Troponin T,laboratory,540.0,621.0,621.0
1500,Glucose Phosphate Dehydrogenase (G 6PD),laboratory,100.0,115.0,115.0
1501,Lithium.,laboratory,130.0,150.0,150.0
1502,Dilantin (phenytoin).,laboratory,360.0,414.0,414.0
1503,Carbamazepine.,laboratory,400.0,460.0,460.0
1504,Valproic acid.,laboratory,300.0,345.0,345.0
1505,Feritin.,laboratory,250.0,288.0,288.0
1506,Blood gas analysis,laboratory,120.0,138.0,138.0
1507,Blood gas analysis with electrolytes,laboratory,414.0,476.0,476.0
1508,Urine pregnancy test,laboratory,59.0,68.0,68.0
1509,Tests for Antiphospholipid antibodies syndrome.,laboratory,252.0,290.0,290.0
1510,Hb A1 C,laboratory,130.0,150.0,150.0
1511,Hb Electrophoresis/ Hb HPLC,laboratory,100.0,115.0,115.0
1512,Kidney Function Test.,laboratory,203.0,233.0,233.0
1513,Liver Function Test.,laboratory,203.0,233.0,233.0
1514,Lipid Profile.( Total cholesterolLDLHDLtreigylcerides),laboratory,200.0,230.0,230.0
1515,Serum Iron,laboratory,90.0,104.0,104.0
1516,Total Iron Binding Capacity,laboratory,81.0,94.0,94.0
1517,Serum Ferritin,laboratory,100.0,115.0,115.0
1518,Vitamin B12 assay.,laboratory,250.0,288.0,288.0
1519,Folic Acid assay.,laboratory,270.0,311.0,311.0
1520,"Extended Lipid Profile.( Total cholesterolLDLHDLtreigylceridesApo A1Apo
BLp(a) )",laboratory,536.0,616.0,616.0
1521,Apo A1.,laboratory,200.0,230.0,230.0
1522,Apo B.,laboratory,199.0,229.0,229.0
1523,Lp (a).,laboratory,401.0,461.0,461.0
1524,CD 34 and 8 counts,laboratory,170.0,200.0,200.0
1525,CD 34 and 8 percentage,laboratory,170.0,200.0,200.0
1526,LDL.,laboratory,62.0,71.0,71.0
1527,Homocysteine.,laboratory,400.0,460.0,460.0
1528,HB Electrophoresis.,laboratory,396.0,455.0,455.0
1529,Serum Electrophoresis.,laboratory,198.0,228.0,228.0
1530,Fibrinogen.,laboratory,165.0,190.0,190.0
1531,Chloride.,laboratory,60.0,69.0,69.0
1532,Magnesium.,laboratory,135.0,158.0,158.0
1533,GGTP.,laboratory,90.0,104.0,104.0
1534,Lipase.,laboratory,215.0,248.0,248.0
1535,Fructosamine.,laboratory,180.0,207.0,207.0
1536,β2 microglobulin,laboratory,90.0,104.0,104.0
1537,Catecholamines.,laboratory,918.0,1087.0,1087.0
1538,Creatinine clearance.,laboratory,120.0,138.0,138.0
1539,PSA- Total.,laboratory,312.0,359.0,359.0
1540,PSA- Free.,laboratory,375.0,431.0,431.0
1541,AFP.,laboratory,300.0,345.0,345.0
1542,HCG.,laboratory,260.0,299.0,299.0
1543,CA. 125.,laboratory,391.0,442.0,442.0
1544,CA 199.,laboratory,554.0,637.0,637.0
1545,CA 15.3.,laboratory,560.0,644.0,644.0
1546,Vinyl Mandelic Acid,laboratory,350.0,403.0,403.0
1547,Calcitonin,laboratory,450.0,518.0,518.0
1548,Carcioembryonic antigen(CEA),laboratory,340.0,391.0,391.0
1549,Immunofluorescence,laboratory,150.0,173.0,173.0
1550,Direct(Skin and kidney Disease),laboratory,425.0,900.0,900.0
1551,Indirect (antids DNA Anti Smith ANCA),laboratory,425.0,500.0,500.0
1552,VitD3 assay,laboratory,495.0,570.0,570.0
1553,Serum Protein electrophoresis with immunofixationelectrophoresis (IFE),laboratory,300.0,345.0,345.0
1554,BETA-2 Microglobulin assay,laboratory,100.0,115.0,115.0
1555,Anti cycliocitrullinated peptide (Anti CCP),laboratory,450.0,518.0,518.0
1556,Anti tissuetransglutaminase antibody,laboratory,383.0,450.0,450.0
1557,Serum Erythropoetin,laboratory,425.0,500.0,500.0
1558,ACTH,laboratory,450.0,518.0,518.0
1559,T3 T4 TSH,laboratory,200.0,230.0,230.0
1560,T3,laboratory,64.0,75.0,75.0
1561,T4,laboratory,64.0,75.0,75.0
1562,TSH,laboratory,90.0,104.0,104.0
1563,LH,laboratory,150.0,173.0,173.0
1564,FSH,laboratory,150.0,173.0,173.0
1565,Prolactin,laboratory,150.0,173.0,173.0
1566,Cortisol,laboratory,250.0,288.0,288.0
1567,PTH(Paratharmone),laboratory,450.0,517.0,517.0
1568,C-Peptide.,laboratory,297.0,342.0,342.0
1569,Insulin.,laboratory,150.0,173.0,173.0
1570,Progesterone.,laboratory,225.0,259.0,259.0
1571,17-DH Progesterone.,laboratory,396.0,455.0,455.0
1572,DHEAS.,laboratory,396.0,455.0,455.0
1573,Androstendione.,laboratory,600.0,690.0,690.0
1574,Growth Hormone.,laboratory,340.0,391.0,391.0
1575,TPO.,laboratory,300.0,345.0,345.0
1576,Throglobulin.,laboratory,300.0,345.0,345.0
1577,Hydatic Serology.,laboratory,318.0,374.0,374.0
1578,Anti Sperm Antibodies.,laboratory,380.0,437.0,437.0
1579,Qualitative.,laboratory,1800.0,2070.0,2070.0
1580,Quantitative.,laboratory,1350.0,1552.0,1552.0
1581,Qualitative.,laboratory,1522.0,1750.0,1750.0
1582,HPV serology,laboratory,218.0,251.0,251.0
1583,Rota Virus serology,laboratory,130.0,150.0,150.0
1584,PCR for TB,laboratory,900.0,1035.0,1035.0
1585,PCR for HIV,laboratory,540.0,621.0,621.0
1586,Chlamydae antigen,laboratory,765.0,880.0,880.0
1587,chlamydae antibody,laboratory,238.0,280.0,280.0
1588,Brucella serology,laboratory,230.0,265.0,265.0
1589,Influenza A serology,laboratory,849.0,976.0,976.0
1590,USG for Obstetrics - Anomalies scan,radiology,1700.0,2000.0,2000.0
1591,Abdomen USG,radiology,680.0,800.0,800.0
1592,Pelvic USG ( prostate gynae infertility etc),radiology,425.0,500.0,500.0
1593,Small parts USG ( scrotum thyroid parathyroid etc),radiology,349.0,410.0,410.0
1594,Neonatal head (Tranfontanellar),radiology,425.0,489.0,489.0
1595,Neonatal spine,radiology,450.0,517.0,517.0
1596,Contrast enhanced USG,radiology,810.0,931.0,931.0
1597,USG Breast,radiology,680.0,800.0,800.0
1598,USG Hystero-Salpaingography (HSG),radiology,2040.0,2400.0,2400.0
1599,Carotid Doppler,radiology,765.0,900.0,900.0
1600,Arterial Colour Doppler,radiology,706.0,830.0,830.0
1601,Venous Colour Doppler,radiology,706.0,830.0,830.0
1602,Colour Doppler renal arteries / any other organ,radiology,720.0,828.0,828.0
1603,USG guided intervention- FNAC,radiology,1530.0,1800.0,1800.0
1604,USG guided intervention - biopsy,radiology,720.0,828.0,828.0
1605,USG guided intervention - nephrostomy,radiology,800.0,920.0,920.0
1606,Abdomen AP Supine or Erect (One film),radiology,215.0,250.0,250.0
1607,Abdomen Lateral view (one film),radiology,128.0,150.0,150.0
1608,Chest PA view (one film),radiology,195.0,230.0,230.0
1609,Chest Lateral (one film),radiology,195.0,230.0,230.0
1610,Mastoids: Towne view oblique views (3 films),radiology,250.0,288.0,288.0
1611,Extremities bones & Joints AP & Lateral views (Two films),radiology,230.0,270.0,270.0
1612,Pelvis A.P (one film),radiology,110.0,127.0,127.0
1613,T. M. Joints (one film),radiology,110.0,127.0,127.0
1614,Abdomen & Pelvis for K. U. B.,radiology,128.0,150.0,150.0
1615,Skull A. P. & Lateral (2 films),radiology,250.0,300.0,300.0
1616,Spine A. P. & Lateral (2 films),radiology,250.0,288.0,288.0
1617,PNS view (1 film),radiology,110.0,127.0,127.0
1618,Barium Swallow,radiology,510.0,600.0,600.0
1619,Barium Upper GI study,radiology,720.0,828.0,828.0
1620,Barium Upper GI study (Double contrast),radiology,841.0,990.0,990.0
1621,Barium Meal follow through,radiology,935.0,1100.0,1100.0
1622,Barium Enema (Single contrast/double contrast),radiology,850.0,1000.0,1000.0
1623,Small bowel enteroclysis,radiology,918.0,1080.0,1080.0
1624,ERCP (Endoscopic Retrograde Cholangio – Pancreatography),radiology,2250.0,2587.0,2587.0
1625,"General :Fistulography /Sinography/Sialography/Dacrocystography/ T-Tube
cholangiogram/Nephrostogram",radiology,638.0,750.0,750.0
1626,Percutaneous transhepatic cholangiography (PTC),radiology,1296.0,1490.0,1490.0
1627,Intravenous Pyelography (IVP),radiology,1400.0,1650.0,1650.0
1628,Micturating Cystourethrography (MCU),radiology,950.0,1120.0,1120.0
1629,Retrograde Urethrography (RGU),radiology,950.0,1120.0,1120.0
1630,Contrast Hystero-Salpingography (HSG),radiology,918.0,1080.0,1080.0
1631,X ray - Arthrography,radiology,630.0,724.0,724.0
1632,Cephalography,radiology,150.0,173.0,173.0
1633,Myelography,radiology,2475.0,2847.0,2847.0
1634,Diagnostic Digital Subtraction Angiography (DSA),radiology,1574.0,1810.0,1810.0
1635,X-ray Mammography,radiology,1170.0,1375.0,1375.0
1636,MRI Mammography,radiology,2295.0,2700.0,2700.0
1637,CT Head-Without Contrast (NCCT Head),radiology,880.0,1035.0,1035.0
1638,CT Head- with Contrast (+ CT angiography),radiology,1350.0,1553.0,1553.0
1639,C. T. Chest - without contrast (for lungs),radiology,1700.0,2000.0,2000.0
1640,C. T. Scan Lower Abdomen(incl. Pelvis) With Contrast,radiology,1700.0,1955.0,1955.0
1641,C. T. Scan Lower Abdomen( Incl. Pelvis) Without Contrast,radiology,1500.0,1725.0,1725.0
1642,C. T. Scan Whole Abdomen Without Contrast,radiology,2700.0,3105.0,3105.0
1643,C. T. Scan Whole Abdomen With Contrast,radiology,4050.0,4657.0,4657.0
1644,Triple Phase CT abdomen,radiology,4050.0,4657.0,4657.0
1645,CT angiography abdomen/ Chest,radiology,4050.0,4657.0,4657.0
1646,CT Enteroclysis,radiology,5400.0,6210.0,6210.0
1647,C. T. Scan Neck – Without Contrast,radiology,1500.0,1725.0,1725.0
1648,C. T. Scan Neck – With Contrast,radiology,1870.0,2200.0,2200.0
1649,C. T. Scan Orbits - Without Contrast,radiology,1190.0,1400.0,1400.0
1650,C. T. Scan Orbits - With Contrast,radiology,1615.0,1900.0,1900.0
1651,C. T. Scan of Para Nasal Sinuses- Without Contrast,radiology,900.0,1035.0,1035.0
1652,C. T. Scan of Para Nasal Sinuses - With Contrast,radiology,1600.0,1840.0,1840.0
1653,C. T. Spine (Cervical Dorsal Lumbar Sacral)–without contrast,radiology,1500.0,1725.0,1725.0
1654,CT Temporal bone – without contrast,radiology,893.0,1050.0,1050.0
1655,CT - Dental,radiology,1147.0,1350.0,1350.0
1656,C. T. Scan Limbs -Without Contrast,radiology,1700.0,2000.0,2000.0
1657,C. T. Scan Limbs -With Contrast including CT angiography,radiology,2253.0,2650.0,2650.0
1658,C.T. Guided intervention –FNAC,radiology,1200.0,1380.0,1380.0
1659,C.T. Guided Trucut Biopsy,radiology,1200.0,1380.0,1380.0
1660,C. T. Guided intervention -percutaneous catheter drainage / tube placement,radiology,1175.0,1381.0,1381.0
1661,MRI Head – Without Contrast,radiology,2125.0,2500.0,2500.0
1662,MRI Head – With Contrast,radiology,2848.0,3350.0,3350.0
1663,MRI Orbits – Without Contrast,radiology,1445.0,1700.0,1700.0
1664,MRI Orbits – With Contrast,radiology,2000.0,2300.0,2300.0
1665,MRI Nasopharynx and PNS – Without Contrast,radiology,2450.0,2818.0,2818.0
1666,MRI Nasopharynx and PNS – With Contrast,radiology,3500.0,4025.0,4025.0
1667,MR for Salivary Glands with Sialography,radiology,3000.0,3450.0,3450.0
1668,MRI Neck - Without Contrast,radiology,2700.0,3105.0,3105.0
1669,MRI Neck- with contrast,radiology,4500.0,5175.0,5175.0
1670,MRI Shoulder – Without contrast,radiology,2000.0,2300.0,2300.0
1671,MRI Shoulder – With conntrast,radiology,2340.0,2700.0,2700.0
1672,MRI shoulder both Joints - Without contrast,radiology,2700.0,3105.0,3105.0
1673,MRI Shoulder both joints – With contrast,radiology,4000.0,4600.0,4600.0
1674,MRI Wrist Single joint - Without contrast,radiology,2550.0,3000.0,3000.0
1675,MRI Wrist Single joint - With contrast,radiology,3400.0,4000.0,4000.0
1676,MRI Wrist both joints - Without contrast,radiology,3400.0,4000.0,4000.0
1677,MRI Wrist Both joints - With contrast,radiology,4500.0,5175.0,5175.0
1678,MRI knee Single joint - Without contrast,radiology,2550.0,3000.0,3000.0
1679,MRI knee Single joint - With contrast,radiology,4500.0,5175.0,5175.0
1680,MRI knee both joints - Without contrast,radiology,3400.0,4000.0,4000.0
1681,MRI knee both joints - With contrast,radiology,5000.0,5750.0,5750.0
1682,MRI Ankle Single joint - Without contrast,radiology,4250.0,5000.0,5000.0
1683,MRI Ankle single joint - With contrast,radiology,4250.0,5000.0,5000.0
1684,MRI Ankle both joints - With contrast,radiology,5525.0,6500.0,6500.0
1685,MRI Ankle both joints - Without contrast,radiology,2500.0,2875.0,2875.0
1686,MRI Hip - With contrast,radiology,2500.0,2875.0,2875.0
1687,MRI Hip – without contrast,radiology,2125.0,2500.0,2500.0
1688,MRI Pelvis – Without Contrast,radiology,2125.0,2500.0,2500.0
1689,MRI Pelvis – with contrast,radiology,4500.0,5175.0,5175.0
1690,MRI Extremities - With contrast,radiology,4500.0,5175.0,5175.0
1691,MRI Extremities - Without contrast,radiology,2125.0,2500.0,2500.0
1692,MRI Temporomandibular – B/L - With contrast,radiology,3600.0,4140.0,4140.0
1693,MRI Temporomandibular – B/L - Without contrast,radiology,2125.0,2500.0,2500.0
1694,MR Temporal Bone/ Inner ear with contrast,radiology,3600.0,4140.0,4140.0
1695,MR Temporal Bone/ Inner ear without contrast,radiology,2500.0,2875.0,2875.0
1696,MRI Abdomen – Without Contrast,radiology,2125.0,2500.0,2500.0
1697,MRI Abdomen – With Contrast,radiology,4500.0,5175.0,5175.0
1698,MRI Breast - With Contrast,radiology,4250.0,5000.0,5000.0
1699,MRI Breast - Without Contrast,radiology,2125.0,2500.0,2500.0
1700,MRI Spine Screening - Without Contrast,radiology,1700.0,2000.0,2000.0
1701,MRI Chest – Without Contrast,radiology,2125.0,2500.0,2500.0
1702,MRI Chest – With Contrast,radiology,4000.0,4600.0,4600.0
1703,MRI Cervical/Cervico Dorsal Spine – Without Contrast,radiology,3400.0,4000.0,4000.0
1704,MRI Cervical/ Cervico Dorsal Spine – With Contrast,radiology,4000.0,4600.0,4600.0
1705,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,radiology,2125.0,2500.0,2500.0
1706,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,radiology,4000.0,4600.0,4600.0
1707,MRI Lumbar/ Lumbo-Sacral Spine – Without Contrast,radiology,2125.0,2500.0,2500.0
1708,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,radiology,5000.0,5750.0,5750.0
1709,Whole body MRI (For oncological workup),radiology,5100.0,6000.0,6000.0
1710,MR cholecysto-pancreatography.,radiology,5500.0,6325.0,6325.0
1711,MRI Angiography - with contrast,radiology,5000.0,5750.0,5750.0
1712,MR Enteroclysis,radiology,2125.0,2500.0,2500.0
1713,Dexa Scan Bone Densitometry - Two sites,radiology,1500.0,1725.0,1725.0
1714,Dexa Scan Bone Densitometry - Three sites (Spine Hip & extremity),radiology,1800.0,2070.0,2070.0
1715,Dexa Scan Bone Densitometry Whole body,radiology,2450.0,2818.0,2818.0
1716,EEG/Video EEG,radiology,298.0,350.0,350.0
1717,EMG (Electro myography),radiology,638.0,750.0,750.0
1718,Nerve condition velocity (at least 2 limbs),radiology,638.0,750.0,750.0
1719,Decremental response (before and after neo stigmine),radiology,595.0,700.0,700.0
1720,Incremental response,radiology,595.0,700.0,700.0
1721,SSEP (Somato sensory evoked potentials),radiology,638.0,750.0,750.0
1722,Poly somnography,radiology,638.0,750.0,750.0
1723,Brachial plexus study,radiology,638.0,750.0,750.0
1724,Muscle biopsy,radiology,383.0,450.0,450.0
1725,ACHR anti body titre,radiology,1848.0,2125.0,2125.0
1726,Anti MUSK body titre,radiology,2340.0,2691.0,2691.0
1727,Serum COPPER,radiology,500.0,575.0,575.0
1728,Serum ceruloplasmin,radiology,450.0,518.0,518.0
1729,Urinary copper,radiology,450.0,517.0,517.0
1730,Serum homocystine,radiology,450.0,518.0,518.0
1731,Serum valproate level,radiology,315.0,362.0,362.0
1732,Serum phenol barbitone level,radiology,350.0,403.0,403.0
1733,Coagulation profile,radiology,553.0,636.0,636.0
1734,Protein C S anti thrombine – III,radiology,2160.0,2484.0,2484.0
1735,Serum lactate level,radiology,405.0,466.0,466.0
1736,"Basic studies including cell count protein sugar gram stain
India Ink preparation and smear for AFP",radiology,240.0,276.0,276.0
1737,Special studies,radiology,900.0,1035.0,1035.0
1738,PCR for tuberculosis/ Herpes simplex,radiology,1200.0,1380.0,1380.0
1739,Bacterial culture and sensitivity,radiology,200.0,230.0,230.0
1740,Mycobacterial culture and sensitivity,radiology,200.0,230.0,230.0
1741,Fungal culture,radiology,128.0,150.0,150.0
1742,Malignant cells,radiology,64.0,75.0,75.0
1743,Anti measles antibody titre (with serum antibody titre),radiology,801.0,912.0,912.0
1744,Viral culture,radiology,255.0,300.0,300.0
1745,"Antibody titre (Herpes simplex cytomegalo virus flavivirus zoster varicella
virus)",radiology,760.0,874.0,874.0
1746,Oligoclonal band,radiology,1200.0,1380.0,1380.0
1747,Myelin Basic protein,radiology,1871.0,2152.0,2152.0
1748,Lactate,radiology,298.0,350.0,350.0
1749,Crypto coccal antigen,radiology,1138.0,1309.0,1309.0
1750,D-xylase test,ent,850.0,1000.0,1000.0
1751,Fecal fat test/ fecal chymotrypsin/ fecal elastase,ent,850.0,1000.0,1000.0
1752,Breath tests,ent,1300.0,1495.0,1495.0
1753,H pylori serology for ciliac disease,ent,500.0,725.0,725.0
1754,HBV genotyping,ent,2500.0,2875.0,2875.0
1755,HCV genotyping,ent,4387.0,5045.0,5045.0
1756,Urinary VMA,ent,1500.0,1725.0,1725.0
1757,Urinary metanephrine/Normetanephrine,ent,1138.0,1309.0,1309.0
1758,Urinary free catecholamine,ent,1521.0,1750.0,1750.0
1759,Serum catecholamine,ent,3400.0,3910.0,3910.0
1760,Serum aldosterone,ent,1012.0,1165.0,1165.0
1761,24 Hr urinary aldosterone,ent,920.0,1058.0,1058.0
1762,Plasma renin activity,ent,900.0,1035.0,1035.0
1763,Serum aldosterone/renin ratio,ent,1200.0,1380.0,1380.0
1764,Osmolality urine,ent,128.0,150.0,150.0
1765,Osmolality serum,ent,128.0,150.0,150.0
1766,Urinary sodium,ent,80.0,94.0,94.0
1767,Urinary Chloride,ent,43.0,50.0,50.0
1768,Urinary potassium,ent,80.0,94.0,94.0
1769,Urinary calcium,ent,80.0,94.0,94.0
1770,Thyroid binding globulin,ent,459.0,540.0,540.0
1771,24 hr. urinary free cotisole,ent,200.0,230.0,230.0
1772,Islet cell antebody,ent,750.0,863.0,863.0
1773,GAD antibody,ent,1197.0,1377.0,1377.0
1774,Insulin associated antibody,ent,404.0,464.0,464.0
1775,IGF-1,ent,1500.0,1725.0,1725.0
1776,IGF-BP3,ent,1485.0,1708.0,1708.0
1777,Sex hormone binding globulin,ent,1200.0,1380.0,1380.0
1778,USG guided FNAC thyroid gland,ent,348.0,409.0,409.0
1779,E2,ent,208.0,275.0,275.0
1780,Thyro globulin antibody,ent,587.0,675.0,675.0
1781,"Kappa Lambda Light Chains, Free, Serum/ Serum freelight chains (SFLC)",ent,3500.0,4025.0,4025.0
1782,Serum IGE Level,ent,300.0,345.0,345.0
1783,NT-Pro BNP,ent,1800.0,2070.0,2070.0
1784,CECT Chest,ent,2445.0,2875.0,2875.0
1785,MRI-Prostate (Multi-parametric) ( Including CD),ent,6000.0,6900.0,6900.0
1786,HCV RNA Quantitative,ent,1500.0,1725.0,1725.0
1787,Tarcolimus,ent,2300.0,2645.0,2645.0
1788,"Protein Creatinine Ratio, Urine",ent,120.0,138.0,138.0
1789,Fibroscan Liver,ent,1000.0,1150.0,1150.0
1790,HLA B27 (PCR),ent,500.0,575.0,575.0
1791,Mantoux Test,ent,175.0,200.0,200.0
1792,Procalcitonin,ent,1800.0,2070.0,2070.0
1793,TORCH Test,ent,1120.0,1288.0,1288.0
1794,"Intracoronary optical coherence tomography (OCT) / Intravascular optical
coherence tomography (IVOCT) /Intravascular Ventricular Assist System",ent,65000.0,65000.0,65000.0
1795,"Fractional Flow Reserve (FFR) (inclusive of cost of
wire)",ent,30000.0,30000.0,30000.0
1796,Anti -Smooth Muscle Antibody Test (ASMA),ent,1241.0,1460.0,1460.0
1797,C ANCA-IFA,ent,1275.0,1500.0,1500.0
1798,P ANCA-IFA,ent,1275.0,1500.0,1500.0
1799,Angiotensin converting enzyme (ACE),ent,850.0,1000.0,1000.0
1800,"Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration
(TBNA) -Using New Needle",ent,15614.0,18370.0,18370.0
1801,Extractable Nuclear Antigens (ENA) - Quantitative,ent,3910.0,4600.0,4600.0
1802,Chromogranin A,ent,4250.0,5000.0,5000.0
1803,Faecal calprotectin (fecal calprotectin),ent,2320.0,2730.0,2730.0
1804,C3-COMPLEMENT,ent,552.0,650.0,650.0
1805,C4-COMPLEMENT,ent,552.0,650.0,650.0
1806,Genexpert Test,ent,880.0,1035.0,1035.0
1807,DJ stent removal,ent,7395.0,8700.0,8700.0
1808,Pulmonary Function Test (PFT) / (Spirometry with DLCO),ent,425.0,500.0,500.0
1809,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),ent,12750.0,15000.0,15000.0
1810,CT Urography,ent,3825.0,4500.0,4500.0
1811,Video Laryngoscopy,ent,5100.0,6000.0,6000.0
1812,CT Angio-Neck Vessels,ent,5100.0,6000.0,6000.0
1813,H1N1 (RT-PCR),ent,921.0,1084.0,1084.0
1815,Anti HEV IgM,ent,850.0,1000.0,1000.0
1816,Anti HAV IgM,ent,637.0,750.0,750.0
1817,HBsAg Quantitative,ent,552.0,650.0,650.0
1818,Typhidot IgM,ent,340.0,400.0,400.0
1819,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),ent,408.0,480.0,480.0
1820,Anti HBs,ent,552.0,650.0,650.0
1821,Free Triiodothyronine (FT3),ent,106.0,125.0,125.0
1822,Free Thyroxine (FT4),ent,106.0,125.0,125.0
1823,Widal Test,ent,60.0,70.0,70.0
1824,Dengue Serology,ent,510.0,600.0,600.0
1825,Blood component charges - Whole Blood per Unit,ent,1450.0,1450.0,1450.0
1826,Blood component charges - Packed Red Cell per Unit,ent,1450.0,1450.0,1450.0
1827,Blood component charges - Fresh Frozen Plasma,ent,400.0,400.0,400.0
1828,Platelet Concentrate- Random Donor Platelet (RDP),ent,400.0,400.0,400.0
1829,Blood component charges - Cryoprecipitate,ent,200.0,200.0,200.0
1830,Platelet Concentrate - Single Donor Platelet (SDP)-Apheresis per unit,ent,11000.0,11000.0,11000.0
1831,"CCS Group A Officer of above 40 years of age -Male, Annual Health Check
up",ent,2000.0,2000.0,2000.0
1832,"CCS Group A Officer of above 40 years of age -female, Annual Health
Check up",ent,2200.0,2200.0,2200.0
1833,Interleukin 6 (IL 6),ent,1360.0,1600.0,1600.0
1834,High resolution computed Tomography (HRCT Chest),ent,1700.0,2000.0,2000.0
1835,Fluid air exchange (per eye),ent,4250.0,5000.0,5000.0
1836,C3F8 GAS Injection (per eye),ent,4250.0,5000.0,5000.0
1837,Diurnal variation of IOP (per eye),ent,1275.0,1500.0,1500.0
1838,Silicone oil injection (per eye),ent,4250.0,5000.0,5000.0
1839,Epiretinal Membrane (ERM) Peeling (per eye),ent,5950.0,7000.0,7000.0
1840,Epiretinal Membrane (ERM) Removal (per eye),ent,2550.0,3000.0,3000.0
1841,Internal limiting membrane (ILM) peeling (per eye),ent,2550.0,3000.0,3000.0
